enemyId,name,battlerName,tier,oldPower,newPower,rank,familyOrder
474,"","",0,4795,37908,452,267
475,"","",0,4798,37965,453,268
476,"","",0,4801,38023,454,269
477,"","",0,4804,38080,455,270
478,"","",0,4807,38137,456,271
479,"","",0,4826,38194,457,272
480,"","",0,4829,38252,458,273
481,"","",0,4832,38309,459,274
482,"","",0,4835,38366,460,275
483,"","",0,4838,38424,461,276
484,"","",0,4841,38481,462,277
485,"","",0,4860,38538,463,278
486,"","",0,4863,38596,464,279
487,"","",0,4866,38653,465,280
488,"","",0,4869,38710,466,281
489,"","",0,4872,38768,467,282
490,"","",0,4875,38825,468,283
491,"","",0,4894,38882,469,284
492,"","",0,4897,38940,470,285
493,"","",0,4900,38997,471,286
494,"","",0,4903,39054,472,287
495,"","",0,4906,39112,473,288
496,"","",0,4925,39169,474,289
497,"","",0,4928,39226,475,290
498,"","",0,4931,39284,476,291
499,"","",0,4934,39341,477,292
500,"","",0,4937,39398,478,293
501,"","",0,4940,39455,479,294
502,"","",0,4959,39513,480,295
503,"","",0,4962,39570,481,296
504,"","",0,4965,39627,482,297
505,"","",0,4967,39685,483,298
506,"","",0,4970,39742,484,299
507,"","",0,4974,39799,485,300
508,"","",0,4993,39857,486,301
509,"","",0,4995,39914,487,302
510,"","",0,4998,39971,488,303
511,"","",0,5002,40029,489,304
512,"","",0,5005,40086,490,305
513,"","",0,5007,40143,491,306
514,"","",0,5026,40201,492,307
515,"","",0,5030,40258,493,308
516,"","",0,5033,40315,494,309
517,"","",0,5035,40373,495,310
518,"","",0,5038,40430,496,311
519,"","",0,5041,40487,497,312
520,"","",0,5060,40545,498,313
521,"","",0,5063,40602,499,314
522,"","",0,5066,40659,500,315
523,"","",0,5069,40716,501,316
524,"","",0,5072,40774,502,317
525,"","",0,5075,40831,503,318
526,"","",0,5094,40888,504,319
527,"","",0,5097,40946,505,320
528,"","",0,5100,41003,506,321
529,"","",0,5103,41060,507,322
530,"","",0,5106,41118,508,323
531,"","",0,5125,41175,509,324
532,"","",0,5128,41232,510,325
533,"","",0,5131,41290,511,326
534,"","",0,5134,41347,512,327
535,"","",0,5137,41404,513,328
536,"","",0,5140,41462,514,329
537,"","",0,5159,41519,515,330
538,"","",0,5162,41576,516,331
539,"","",0,5165,41634,517,332
540,"","",0,5168,41691,518,333
541,"","",0,5171,41748,519,334
542,"","",0,5174,41806,520,335
543,"","",0,5193,41863,521,336
544,"","",0,5196,41920,522,337
545,"","",0,5199,41977,523,338
546,"","",0,5202,42035,524,339
547,"","",0,5205,42092,525,340
548,"","",0,5208,42149,526,341
549,"","",0,5227,42207,527,342
550,"","",0,5230,42264,528,343
551,"","",0,5233,42321,529,344
552,"","",0,5236,42379,530,345
553,"","",0,5239,42436,531,346
554,"","",0,5241,42493,532,347
555,"","",0,5261,42551,533,348
556,"","",0,5264,42608,534,349
557,"","",0,5267,42665,535,350
558,"","",0,5269,42723,536,351
559,"","",0,5273,42780,537,352
560,"","",0,5292,42837,538,353
561,"","",0,5294,42895,539,354
562,"","",0,5297,42952,540,355
563,"","",0,5301,43009,541,356
564,"","",0,5304,43067,542,357
565,"","",0,5306,43124,543,358
566,"","",0,5325,43181,544,359
567,"","",0,5328,43238,545,360
568,"","",0,5332,43296,546,361
569,"","",0,5334,43353,547,362
570,"","",0,5337,43410,548,363
571,"","",0,5340,43468,549,364
572,"","",0,5360,43525,550,365
573,"","",0,5362,43582,551,366
574,"","",0,5365,43640,552,367
575,"","",0,5368,43697,553,368
576,"","",0,5371,43754,554,369
577,"","",0,5374,43812,555,370
578,"","",0,5393,43869,556,371
579,"","",0,5396,43926,557,372
580,"","",0,5399,43984,558,373
581,"","",0,5402,44041,559,374
582,"","",0,5405,44098,560,375
583,"","",0,5408,44156,561,376
584,"","",0,5427,44213,562,377
585,"","",0,5430,44270,563,378
586,"","",0,5433,44328,564,379
587,"","",0,5436,44385,565,380
588,"","",0,5439,44442,566,381
589,"","",0,5458,44499,567,382
590,"","",0,5461,44557,568,383
591,"","",0,5464,44614,569,384
592,"","",0,5467,44671,570,385
593,"","",0,5470,44729,571,386
594,"","",0,5473,44786,572,387
595,"","",0,5492,44843,573,388
596,"","",0,5495,44901,574,389
597,"","",0,5498,44958,575,390
598,"","",0,5501,45015,576,391
599,"","",0,5504,45073,577,392
600,"","",0,5507,45130,578,393
601,"","",0,5526,45187,579,394
602,"","",0,5528,45245,580,395
603,"","",0,5532,45302,581,396
604,"","",0,5535,45359,582,397
605,"","",0,5538,45417,583,398
606,"","",0,5540,45474,584,399
607,"","",0,5560,45531,585,400
608,"","",0,5563,45589,586,401
609,"","",0,5566,45646,587,402
610,"","",0,5568,45703,588,403
611,"","",0,5572,45760,589,404
612,"","",0,5575,45818,590,405
613,"","",0,5594,45875,591,406
614,"","",0,5596,45932,592,407
615,"","",0,5599,45990,593,408
616,"","",0,5603,46047,594,409
617,"","",0,5605,46104,595,410
618,"","",0,5608,46162,596,411
619,"","",0,5627,46219,597,412
620,"","",0,5631,46276,598,413
621,"","",0,5633,46334,599,414
622,"","",0,5636,46391,600,415
623,"","",0,5639,46448,601,416
624,"","",0,5659,46506,602,417
625,"","",0,5661,46563,603,418
626,"","",0,5664,46620,604,419
627,"","",0,5667,46678,605,420
628,"","",0,5670,46735,606,421
629,"","",0,5673,46792,607,422
630,"","",0,5692,46850,608,423
631,"","",0,5695,46907,609,424
632,"","",0,5698,46964,610,425
633,"","",0,5701,47021,611,426
634,"","",0,5704,47079,612,427
635,"","",0,5707,47136,613,428
636,"","",0,5726,47193,614,429
637,"","",0,5729,47251,615,430
638,"","",0,5732,47308,616,431
639,"","",0,5735,47365,617,432
640,"","",0,5738,47423,618,433
641,"","",0,5741,47480,619,434
642,"","",0,5760,47537,620,435
643,"","",0,5763,47595,621,436
644,"","",0,5766,47652,622,437
645,"","",0,5769,47709,623,438
646,"","",0,5772,47767,624,439
647,"","",0,5775,47824,625,440
648,"","",0,5794,47881,626,441
649,"","",0,5797,47939,627,442
650,"","",0,5800,47996,628,443
651,"","",0,5803,48053,629,444
652,"","",0,5806,48111,630,445
653,"","",0,5825,48168,631,446
654,"","",0,5828,48225,632,447
655,"","",0,5831,48282,633,448
656,"","",0,5834,48340,634,449
657,"","",0,5837,48397,635,450
658,"","",0,5839,48454,636,451
659,"","",0,5859,48512,637,452
660,"","",0,5862,48569,638,453
661,"","",0,5865,48626,639,454
662,"","",0,5867,48684,640,455
663,"","",0,5870,48741,641,456
664,"","",0,5874,48798,642,457
665,"","",0,5893,48856,643,458
666,"","",0,5895,48913,644,459
667,"","",0,5898,48970,645,460
668,"","",0,5902,49028,646,461
669,"","",0,5904,49085,647,462
670,"","",0,5907,49142,648,463
671,"","",0,5926,49200,649,464
672,"","",0,5930,49257,650,465
673,"","",0,5932,49314,651,466
674,"","",0,5935,49372,652,467
675,"","",0,5938,49429,653,468
676,"","",0,5941,49486,654,469
677,"","",0,5960,49544,655,470
678,"","",0,5963,49601,656,471
679,"","",0,5966,49658,657,472
680,"","",0,5969,49715,658,473
681,"","",0,5972,49773,659,474
682,"","",0,5975,49830,660,475
683,"","",0,5994,49887,661,476
684,"","",0,5997,49945,662,477
685,"","",0,6000,50002,663,478
686,"","",0,6003,50059,664,479
687,"","",0,6006,50117,665,480
688,"","",0,6025,50174,666,481
689,"","",0,6028,50231,667,482
690,"","",0,6031,50289,668,483
691,"","",0,6034,50346,669,484
692,"","",0,6037,50403,670,485
693,"","",0,6040,50461,671,486
694,"","",0,6059,50518,672,487
695,"","",0,6062,50575,673,488
696,"","",0,6065,50633,674,489
697,"","",0,6068,50690,675,490
698,"","",0,6071,50747,676,491
699,"","",0,6074,50805,677,492
700,"","",0,6093,50862,678,493
701,"","",0,6096,50919,679,494
702,"","",0,6099,50976,680,495
703,"","",0,6102,51034,681,496
704,"","",0,6105,51091,682,497
705,"","",0,6108,51148,683,498
706,"","",0,6127,51206,684,499
707,"","",0,6130,51263,685,500
708,"","",0,6133,51320,686,501
709,"","",0,6136,51378,687,502
710,"","",0,6139,51435,688,503
711,"","",0,6141,51492,689,504
712,"","",0,6161,51550,690,505
713,"","",0,6164,51607,691,506
714,"","",0,6166,51664,692,507
715,"","",0,6169,51722,693,508
716,"","",0,6173,51779,694,509
717,"","",0,6192,51836,695,510
718,"","",0,6194,51894,696,511
719,"","",0,6197,51951,697,512
720,"","",0,6201,52008,698,513
721,"","",0,6204,52066,699,514
722,"","",0,6206,52123,700,515
723,"","",0,6225,52180,701,516
724,"","",0,6228,52237,702,517
725,"","",0,6231,52295,703,518
726,"","",0,6234,52352,704,519
727,"","",0,6237,52409,705,520
728,"","",0,6240,52467,706,521
729,"","",0,6259,52524,707,522
730,"","",0,6262,52581,708,523
731,"","",0,6265,52639,709,524
732,"","",0,6268,52696,710,525
733,"","",0,6271,52753,711,526
734,"","",0,6274,52811,712,527
735,"","",0,6293,52868,713,528
736,"","",0,6296,52925,714,529
737,"","",0,6299,52983,715,530
738,"","",0,6302,53040,716,531
739,"","",0,6305,53097,717,532
740,"","",0,6308,53155,718,533
741,"","",0,6327,53212,719,534
742,"","",0,6330,53269,720,535
743,"","",0,6333,53327,721,536
744,"","",0,6336,53384,722,537
745,"","",0,6339,53441,723,538
746,"","",0,6358,53498,724,539
747,"","",0,6361,53556,725,540
748,"","",0,6364,53613,726,541
749,"","",0,6367,53670,727,542
750,"","",0,6370,53728,728,543
751,"","",0,6373,53785,729,544
752,"","",0,6392,53842,730,545
753,"","",0,6395,53900,731,546
754,"","",0,6398,53957,732,547
755,"","",0,6401,54014,733,548
756,"","",0,6404,54072,734,549
757,"","",0,6407,54129,735,550
758,"","",0,6426,54186,736,551
759,"","",0,6428,54244,737,552
760,"","",0,6432,54301,738,553
761,"","",0,6435,54358,739,554
762,"","",0,6438,54416,740,555
763,"","",0,6440,54473,741,556
764,"","",0,6460,54530,742,557
765,"","",0,6463,54588,743,558
766,"","",0,6465,54645,744,559
767,"","",0,6468,54702,745,560
768,"","",0,6472,54759,746,561
769,"","",0,6475,54817,747,562
770,"","",0,6493,54874,748,563
771,"","",0,6496,54931,749,564
772,"","",0,6499,54989,750,565
773,"","",0,6503,55046,751,566
774,"","",0,6505,55103,752,567
775,"","",0,6508,55161,753,568
776,"","",0,6527,55218,754,569
777,"","",0,6531,55275,755,570
778,"","",0,6533,55333,756,571
779,"","",0,6536,55390,757,572
780,"","",0,6539,55447,758,573
781,"","",0,6558,55505,759,574
782,"","",0,6561,55562,760,575
783,"","",0,6564,55619,761,576
784,"","",0,6567,55677,762,577
785,"","",0,6570,55734,763,578
786,"","",0,6573,55791,764,579
787,"","",0,6592,55849,765,580
788,"","",0,6595,55906,766,581
789,"","",0,6598,55963,767,582
790,"","",0,6601,56020,768,583
791,"","",0,6604,56078,769,584
792,"","",0,6607,56135,770,585
793,"","",0,6626,56192,771,586
794,"","",0,6629,56250,772,587
795,"","",0,6632,56307,773,588
796,"","",0,6635,56364,774,589
797,"","",0,6638,56422,775,590
798,"","",0,6641,56479,776,591
799,"","",0,6660,56536,777,592
800,"","",0,6663,56594,778,593
801,"","",0,6666,56651,779,594
802,"","",0,6669,56708,780,595
803,"","",0,6672,56766,781,596
804,"","",0,6675,56823,782,597
805,"","",0,6694,56880,783,598
806,"","",0,6697,56938,784,599
807,"","",0,6699,56995,785,600
808,"","",0,6703,57052,786,601
809,"","",0,6706,57110,787,602
810,"","",0,6725,57167,788,603
811,"","",0,6727,57224,789,604
812,"","",0,6731,57281,790,605
813,"","",0,6734,57339,791,606
814,"","",0,6737,57396,792,607
815,"","",0,6739,57453,793,608
816,"","",0,6759,57511,794,609
817,"","",0,6762,57568,795,610
818,"","",0,6765,57625,796,611
819,"","",0,6767,57683,797,612
820,"","",0,6770,57740,798,613
821,"","",0,6774,57797,799,614
822,"","",0,6792,57855,800,615
823,"","",0,6795,57912,801,616
824,"","",0,6798,57969,802,617
825,"","",0,6802,58027,803,618
826,"","",0,6804,58084,804,619
827,"","",0,6807,58141,805,620
828,"","",0,6826,58199,806,621
829,"","",0,6830,58256,807,622
830,"","",0,6832,58313,808,623
831,"","",0,6835,58371,809,624
832,"","",0,6838,58428,810,625
833,"","",0,6841,58485,811,626
834,"","",0,6860,58542,812,627
835,"","",0,6863,58600,813,628
836,"","",0,6866,58657,814,629
837,"","",0,6869,58714,815,630
838,"","",0,6872,58772,816,631
839,"","",0,6875,58829,817,632
840,"","",0,6894,58886,818,633
841,"","",0,6897,58944,819,634
842,"","",0,6900,59001,820,635
843,"","",0,6903,59058,821,636
844,"","",0,6906,59116,822,637
845,"","",0,6925,59173,823,638
846,"","",0,6928,59230,824,639
847,"","",0,6931,59288,825,640
848,"","",0,6934,59345,826,641
849,"","",0,6937,59402,827,642
850,"","",0,6940,59460,828,643
851,"","",0,6959,59517,829,644
852,"","",0,6962,59574,830,645
853,"","",0,6965,59632,831,646
854,"","",0,6968,59689,832,647
855,"","",0,6971,59746,833,648
856,"","",0,6974,59803,834,649
857,"","",0,6993,59861,835,650
858,"","",0,6996,59918,836,651
859,"","",0,6999,59975,837,652
860,"","",0,7002,60033,838,653
861,"","",0,7005,60090,839,654
862,"","",0,7008,60147,840,655
863,"","",0,7026,60205,841,656
864,"","",0,7030,60262,842,657
865,"","",0,7033,60319,843,658
866,"","",0,7036,60377,844,659
867,"","",0,7038,60434,845,660
868,"","",0,7041,60491,846,661
869,"","",0,7061,60549,847,662
870,"","",0,7064,60606,848,663
871,"","",0,7066,60663,849,664
872,"","",0,7069,60721,850,665
873,"","",0,7073,60778,851,666
874,"","",0,7092,60835,852,667
875,"","",0,7094,60893,853,668
876,"","",0,7097,60950,854,669
877,"","",0,7101,61007,855,670
878,"","",0,7103,61064,856,671
879,"","",0,7106,61122,857,672
880,"","",0,7125,61179,858,673
881,"","",0,7128,61236,859,674
882,"","",0,7131,61294,860,675
883,"","",0,7134,61351,861,676
884,"","",0,7137,61408,862,677
885,"","",0,7140,61466,863,678
886,"","",0,7159,61523,864,679
887,"","",0,7162,61580,865,680
888,"","",0,7165,61638,866,681
889,"","",0,7168,61695,867,682
890,"","",0,7171,61752,868,683
891,"","",0,7174,61810,869,684
892,"","",0,7193,61867,870,685
893,"","",0,7196,61924,871,686
894,"","",0,7199,61982,872,687
895,"","",0,7202,62039,873,688
896,"","",0,7205,62096,874,689
897,"","",0,7208,62154,875,690
898,"","",0,7227,62211,876,691
899,"","",0,7230,62268,877,692
900,"","",0,7233,62325,878,693
901,"","",0,7236,62383,879,694
902,"","",0,7239,62440,880,695
903,"","",0,7258,62497,881,696
904,"","",0,7261,62555,882,697
905,"","",0,7264,62612,883,698
906,"","",0,7267,62669,884,699
907,"","",0,7270,62727,885,700
908,"","",0,7273,62784,886,701
909,"","",0,7292,62841,887,702
910,"","",0,7295,62899,888,703
911,"","",0,7298,62956,889,704
912,"","",0,7301,63013,890,705
913,"","",0,7304,63071,891,706
914,"","",0,7307,63128,892,707
915,"","",0,7326,63185,893,708
916,"","",0,7328,63243,894,709
917,"","",0,7332,63300,895,710
918,"","",0,7335,63357,896,711
919,"","",0,7337,63415,897,712
920,"","",0,7340,63472,898,713
921,"","",0,7360,63529,899,714
922,"","",0,7363,63586,900,715
923,"","",0,7365,63644,901,716
924,"","",0,7368,63701,902,717
925,"","",0,7372,63758,903,718
926,"","",0,7375,63816,904,719
927,"","",0,7393,63873,905,720
928,"","",0,7396,63930,906,721
929,"","",0,7399,63988,907,722
930,"","",0,7403,64045,908,723
931,"","",0,7405,64102,909,724
932,"","",0,7408,64160,910,725
933,"","",0,7427,64217,911,726
934,"","",0,7430,64274,912,727
935,"","",0,7433,64332,913,728
936,"","",0,7436,64389,914,729
937,"","",0,7439,64446,915,730
938,"","",0,7458,64504,916,731
939,"","",0,7461,64561,917,732
940,"","",0,7464,64618,918,733
941,"","",0,7467,64676,919,734
942,"","",0,7470,64733,920,735
943,"","",0,7473,64790,921,736
944,"","",0,7492,64847,922,737
945,"","",0,7495,64905,923,738
946,"","",0,7498,64962,924,739
947,"","",0,7501,65019,925,740
948,"","",0,7504,65077,926,741
949,"","",0,7507,65134,927,742
950,"","",0,7526,65191,928,743
951,"","",0,7529,65249,929,744
952,"","",0,7532,65306,930,745
953,"","",0,7535,65363,931,746
954,"","",0,7538,65421,932,747
955,"","",0,7541,65478,933,748
956,"","",0,7560,65535,934,749
957,"","",0,7563,65593,935,750
958,"","",0,7566,65650,936,751
959,"","",0,7569,65707,937,752
960,"","",0,7572,65765,938,753
961,"","",0,7575,65822,939,754
962,"","",0,7594,65879,940,755
963,"","",0,7597,65937,941,756
964,"","",0,7599,65994,942,757
965,"","",0,7603,66051,943,758
966,"","",0,7606,66108,944,759
967,"","",0,7625,66166,945,760
968,"","",0,7627,66223,946,761
969,"","",0,7631,66280,947,762
970,"","",0,7634,66338,948,763
971,"","",0,7637,66395,949,764
972,"","",0,7639,66452,950,765
973,"","",0,7659,66510,951,766
974,"","",0,7662,66567,952,767
975,"","",0,7664,66624,953,768
976,"","",0,7667,66682,954,769
977,"","",0,7670,66739,955,770
978,"","",0,7674,66796,956,771
979,"","",0,7692,66854,957,772
980,"","",0,7695,66911,958,773
981,"","",0,7698,66968,959,774
982,"","",0,7702,67026,960,775
983,"","",0,7704,67083,961,776
984,"","",0,7707,67140,962,777
985,"","",0,7726,67198,963,778
986,"","",0,7729,67255,964,779
987,"","",0,7732,67312,965,780
988,"","",0,7735,67369,966,781
989,"","",0,7738,67427,967,782
990,"","",0,7741,67484,968,783
991,"","",0,7760,67541,969,784
992,"","",0,7763,67599,970,785
993,"","",0,7766,67656,971,786
994,"","",0,7769,67713,972,787
995,"","",0,7772,67771,973,788
996,"","",0,7775,67828,974,789
997,"","",0,7794,67885,975,790
998,"","",0,7797,67943,976,791
999,"","",0,7800,68000,977,792
